E:\Self_DrvCar_TrainingData\IMG\center_2024_03_18_12_20_20_426.jpg,E:\Self_DrvCar_TrainingData\IMG\left_2024_03_18_12_20_20_426.jpg,E:\Self_DrvCar_TrainingData\IMG\right_2024_03_18_12_20_20_426.jpg,0,0,0,7.388024E-06
E:\Self_DrvCar_TrainingData\IMG\center_2024_03_18_12_20_20_492.jpg,E:\Self_DrvCar_TrainingData\IMG\left_2024_03_18_12_20_20_492.jpg,E:\Self_DrvCar_TrainingData\IMG\right_2024_03_18_12_20_20_492.jpg,0,0,0,1.944478E-06
E:\Self_DrvCar_TrainingData\IMG\center_2024_03_18_12_20_20_559.jpg,E:\Self_DrvCar_TrainingData\IMG\left_2024_03_18_12_20_20_559.jpg,E:\Self_DrvCar_TrainingData\IMG\right_2024_03_18_12_20_20_559.jpg,0,0,0,1.642269E-06
E:\Self_DrvCar_TrainingData\IMG\center_2024_03_18_12_20_20_630.jpg,E:\Self_DrvCar_TrainingData\IMG\left_2024_03_18_12_20_20_630.jpg,E:\Self_DrvCar_TrainingData\IMG\right_2024_03_18_12_20_20_630.jpg,0,0,0,2.570597E-06
E:\Self_DrvCar_TrainingData\IMG\center_2024_03_18_12_20_20_702.jpg,E:\Self_DrvCar_TrainingData\IMG\left_2024_03_18_12_20_20_702.jpg,E:\Self_DrvCar_TrainingData\IMG\right_2024_03_18_12_20_20_702.jpg,0,0,0,3.749808E-06
E:\Self_DrvCar_TrainingData\IMG\center_2024_03_18_12_20_20_772.jpg,E:\Self_DrvCar_TrainingData\IMG\left_2024_03_18_12_20_20_772.jpg,E:\Self_DrvCar_TrainingData\IMG\right_2024_03_18_12_20_20_772.jpg,0,0,0,1.124496E-05
E:\Self_DrvCar_TrainingData\IMG\center_2024_03_18_12_20_20_844.jpg,E:\Self_DrvCar_TrainingData\IMG\left_2024_03_18_12_20_20_844.jpg,E:\Self_DrvCar_TrainingData\IMG\right_2024_03_18_12_20_20_844.jpg,0,0,0,5.261437E-06
E:\Self_DrvCar_TrainingData\IMG\center_2024_03_18_12_20_20_918.jpg,E:\Self_DrvCar_TrainingData\IMG\left_2024_03_18_12_20_20_918.jpg,E:\Self_DrvCar_TrainingData\IMG\right_2024_03_18_12_20_20_918.jpg,0,0,0,2.110232E-05
E:\Self_DrvCar_TrainingData\IMG\center_2024_03_18_12_20_20_986.jpg,E:\Self_DrvCar_TrainingData\IMG\left_2024_03_18_12_20_20_986.jpg,E:\Self_DrvCar_TrainingData\IMG\right_2024_03_18_12_20_20_986.jpg,0,0,0,4.049564E-06
E:\Self_DrvCar_TrainingData\IMG\center_2024_03_18_12_20_21_054.jpg,E:\Self_DrvCar_TrainingData\IMG\left_2024_03_18_12_20_21_054.jpg,E:\Self_DrvCar_TrainingData\IMG\right_2024_03_18_12_20_21_054.jpg,0,0,0,1.383855E-05
E:\Self_DrvCar_TrainingData\IMG\center_2024_03_18_12_20_21_127.jpg,E:\Self_DrvCar_TrainingData\IMG\left_2024_03_18_12_20_21_127.jpg,E:\Self_DrvCar_TrainingData\IMG\right_2024_03_18_12_20_21_127.jpg,0,0,0,4.762745E-06
E:\Self_DrvCar_TrainingData\IMG\center_2024_03_18_12_20_21_200.jpg,E:\Self_DrvCar_TrainingData\IMG\left_2024_03_18_12_20_21_200.jpg,E:\Self_DrvCar_TrainingData\IMG\right_2024_03_18_12_20_21_200.jpg,0,0,0,6.656649E-06
E:\Self_DrvCar_TrainingData\IMG\center_2024_03_18_12_20_21_270.jpg,E:\Self_DrvCar_TrainingData\IMG\left_2024_03_18_12_20_21_270.jpg,E:\Self_DrvCar_TrainingData\IMG\right_2024_03_18_12_20_21_270.jpg,0,0,0,1.551147E-05
E:\Self_DrvCar_TrainingData\IMG\center_2024_03_18_12_20_21_345.jpg,E:\Self_DrvCar_TrainingData\IMG\left_2024_03_18_12_20_21_345.jpg,E:\Self_DrvCar_TrainingData\IMG\right_2024_03_18_12_20_21_345.jpg,0,0.1990623,0,0.07745936
E:\Self_DrvCar_TrainingData\IMG\center_2024_03_18_12_20_21_420.jpg,E:\Self_DrvCar_TrainingData\IMG\left_2024_03_18_12_20_21_420.jpg,E:\Self_DrvCar_TrainingData\IMG\right_2024_03_18_12_20_21_420.jpg,0,0.4429062,0,0.4159237
E:\Self_DrvCar_TrainingData\IMG\center_2024_03_18_12_20_21_486.jpg,E:\Self_DrvCar_TrainingData\IMG\left_2024_03_18_12_20_21_486.jpg,E:\Self_DrvCar_TrainingData\IMG\right_2024_03_18_12_20_21_486.jpg,0,0.6233325,0,0.8136172
E:\Self_DrvCar_TrainingData\IMG\center_2024_03_18_12_20_21_560.jpg,E:\Self_DrvCar_TrainingData\IMG\left_2024_03_18_12_20_21_560.jpg,E:\Self_DrvCar_TrainingData\IMG\right_2024_03_18_12_20_21_560.jpg,0,0.8673968,0,1.552563
